time;Gb(i);Gd(i);Gr(i);H_sun;T2m;WS10m;Int
20160415:2310;0.0;0.0;0.0;0.0;-1.44;1.99;0.0
20160416:0010;0.0;0.0;0.0;0.0;-1.69;1.94;0.0
20160416:0110;0.0;0.0;0.0;0.0;-1.63;2.13;0.0
20160416:0210;0.0;0.0;0.0;0.0;-1.58;2.32;0.0
20160416:0310;0.0;0.0;0.0;0.0;-1.53;2.51;0.0
20160416:0410;0.0;0.0;0.0;0.0;-1.21;2.08;0.0
20160416:0510;0.0;6.0;0.0;3.61;-0.89;1.66;0.0
20160416:0610;0.0;56.0;0.0;14.07;-0.57;1.23;0.0
20160416:0710;0.0;34.0;0.0;24.54;0.22;1.4;0.0
20160416:0810;2.0;196.0;0.0;34.59;1.0;1.58;0.0
20160416:0910;211.0;323.0;0.0;43.63;1.79;1.75;0.0
20160416:1010;328.0;332.0;0.0;50.69;2.6;2.17;0.0
20160416:1110;237.0;396.0;0.0;54.42;3.4;2.59;0.0
20160416:1210;1.0;270.0;0.0;53.71;4.21;3.01;0.0
20160416:1310;3.0;275.0;0.0;48.79;3.89;3.08;0.0
20160416:1410;103.0;333.0;0.0;40.99;3.58;3.15;0.0
20160416:1510;16.0;229.0;0.0;31.56;3.26;3.23;0.0
20160416:1610;12.0;157.0;0.0;21.33;2.63;2.89;0.0
20160416:1710;25.0;86.0;0.0;10.82;2.0;2.55;0.0
20160416:1810;0.0;0.0;0.0;0.0;1.36;2.21;0.0
20160416:1910;0.0;0.0;0.0;0.0;0.81;2.13;0.0
20160416:2010;0.0;0.0;0.0;0.0;0.26;2.05;0.0
20160416:2110;0.0;0.0;0.0;0.0;-0.3;1.97;0.0
20160416:2210;0.0;0.0;0.0;0.0;-0.41;1.87;0.0
20160416:2310;0.0;0.0;0.0;0.0;-0.53;1.76;0.0
20160417:0010;0.0;0.0;0.0;0.0;-0.65;1.66;0.0
20160417:0110;0.0;0.0;0.0;0.0;-0.8;1.43;0.0
20160417:0210;0.0;0.0;0.0;0.0;-0.96;1.21;0.0
20160417:0310;0.0;0.0;0.0;0.0;-1.11;0.99;0.0
20160417:0410;0.0;0.0;0.0;0.0;-0.85;0.9;0.0
20160417:0510;0.0;19.0;0.0;3.91;-0.58;0.81;0.0
20160417:0610;0.0;50.0;0.0;14.36;-0.31;0.72;0.0
20160417:0710;2.0;139.0;0.0;24.83;0.54;0.91;0.0
20160417:0810;0.0;99.0;0.0;34.9;1.39;1.11;0.0
20160417:0910;0.0;63.0;0.0;43.95;2.24;1.31;0.0
20160417:1010;0.0;87.0;0.0;51.04;2.21;1.69;0.0
20160417:1110;0.0;118.0;0.0;54.78;2.19;2.07;0.0
20160417:1210;0.0;123.0;0.0;54.04;2.16;2.46;0.0
20160417:1310;0.0;71.0;0.0;49.08;1.52;2.35;0.0
20160417:1410;0.0;77.0;0.0;41.24;0.88;2.25;0.0
20160417:1510;0.0;71.0;0.0;31.78;0.24;2.15;0.0
20160417:1610;0.0;56.0;0.0;21.53;-0.2;2.06;0.0
20160417:1710;0.0;15.0;0.0;11.03;-0.64;1.97;0.0
20160417:1810;0.0;0.0;0.0;0.0;-1.09;1.88;0.0
20160417:1910;0.0;0.0;0.0;0.0;-1.61;2.0;0.0
20160417:2010;0.0;0.0;0.0;0.0;-2.13;2.13;0.0
20160417:2110;0.0;0.0;0.0;0.0;-2.66;2.26;0.0
20160417:2210;0.0;0.0;0.0;0.0;-2.43;1.89;0.0
20160417:2310;0.0;0.0;0.0;0.0;-2.2;1.51;0.0
20160418:0010;0.0;0.0;0.0;0.0;-1.97;1.13;0.0
20160418:0110;0.0;0.0;0.0;0.0;-1.93;1.45;0.0
20160418:0210;0.0;0.0;0.0;0.0;-1.9;1.77;0.0
20160418:0310;0.0;0.0;0.0;0.0;-1.87;2.1;0.0
20160418:0410;0.0;0.0;0.0;0.0;-1.81;2.12;0.0
20160418:0510;0.0;20.0;0.0;4.2;-1.75;2.14;0.0
20160418:0610;0.0;59.0;0.0;14.65;-1.69;2.17;0.0
20160418:0710;0.0;117.0;0.0;25.12;-1.34;2.35;0.0
20160418:0810;0.0;111.0;0.0;35.2;-0.99;2.54;0.0
20160418:0910;0.0;145.0;0.0;44.28;-0.64;2.73;0.0
20160418:1010;0.0;115.0;0.0;51.39;-0.28;2.61;0.0
20160418:1110;0.0;170.0;0.0;55.13;0.07;2.49;0.0
20160418:1210;0.0;169.0;0.0;54.37;0.43;2.37;0.0
20160418:1310;10.0;312.0;0.0;49.37;0.09;2.62;0.0
20160418:1410;0.0;66.0;0.0;41.48;-0.24;2.87;0.0
20160418:1510;0.0;87.0;0.0;32.0;-0.58;3.12;0.0
20160418:1610;28.0;173.0;0.0;21.74;-1.51;3.05;0.0
20160418:1710;56.0;84.0;0.0;11.23;-2.44;2.99;0.0
20160418:1810;0.0;0.0;0.0;0.0;-3.37;2.92;0.0
20160418:1910;0.0;0.0;0.0;0.0;-4.03;2.85;0.0
20160418:2010;0.0;0.0;0.0;0.0;-4.69;2.77;0.0
20160418:2110;0.0;0.0;0.0;0.0;-5.35;2.69;0.0
20160418:2210;0.0;0.0;0.0;0.0;-5.4;2.61;0.0
20160418:2310;0.0;0.0;0.0;0.0;-5.45;2.52;0.0
20160419:0010;0.0;0.0;0.0;0.0;-5.5;2.44;0.0
20160419:0110;0.0;0.0;0.0;0.0;-5.33;2.4;0.0
20160419:0210;0.0;0.0;0.0;0.0;-5.17;2.36;0.0
20160419:0310;0.0;0.0;0.0;0.0;-5.0;2.32;0.0
20160419:0410;0.0;0.0;0.0;0.0;-4.69;2.16;0.0
20160419:0510;0.0;23.0;0.0;4.49;-4.38;2.0;0.0
20160419:0610;0.0;70.0;0.0;14.94;-4.07;1.85;0.0
20160419:0710;318.0;87.0;0.0;25.41;-2.08;1.96;0.0
20160419:0810;477.0;104.0;0.0;35.5;-0.08;2.07;0.0
20160419:0910;653.01;88.0;0.0;44.6;1.91;2.18;0.0
20160419:1010;747.01;96.0;0.0;51.73;3.14;2.1;0.0
20160419:1110;785.01;106.0;0.0;55.49;4.38;2.02;0.0
20160419:1210;750.01;125.0;0.0;54.7;5.61;1.94;0.0
20160419:1310;703.01;114.0;0.0;49.65;5.79;1.73;0.0
20160419:1410;581.01;118.0;0.0;41.73;5.97;1.51;0.0
20160419:1510;453.0;97.0;0.0;32.21;6.15;1.3;0.0
20160419:1610;273.0;90.0;0.0;21.94;5.81;1.23;0.0
20160419:1710;113.0;61.0;0.0;11.43;5.47;1.17;0.0
20160419:1810;0.0;0.0;0.0;0.0;5.12;1.1;0.0
20160419:1910;0.0;0.0;0.0;0.0;4.02;0.95;0.0
20160419:2010;0.0;0.0;0.0;0.0;2.92;0.79;0.0
20160419:2110;0.0;0.0;0.0;0.0;1.82;0.63;0.0
20160419:2210;0.0;0.0;0.0;0.0;0.98;0.65;0.0
20160419:2310;0.0;0.0;0.0;0.0;0.14;0.67;0.0
20160420:0010;0.0;0.0;0.0;0.0;-0.7;0.69;0.0
20160420:0110;0.0;0.0;0.0;0.0;-1.5;0.82;0.0
20160420:0210;0.0;0.0;0.0;0.0;-2.31;0.95;0.0
20160420:0310;0.0;0.0;0.0;0.0;-3.11;1.08;0.0
20160420:0410;0.0;0.0;0.0;0.0;-2.92;0.88;0.0
20160420:0510;0.0;24.0;0.0;4.77;-2.73;0.69;0.0
20160420:0610;143.0;72.0;0.0;15.22;-2.54;0.5;0.0
20160420:0710;305.0;99.0;0.0;25.7;0.41;0.71;0.0
20160420:0810;464.0;116.0;0.0;35.79;3.37;0.93;0.0
20160420:0910;578.01;141.0;0.0;44.91;6.32;1.14;0.0
20160420:1010;502.01;252.0;0.0;52.07;6.92;1.4;0.0
20160420:1110;618.01;215.0;0.0;55.83;7.53;1.65;0.0
20160420:1210;589.01;229.0;0.0;55.03;8.13;1.9;0.0
20160420:1310;531.01;224.0;0.0;49.93;8.29;1.77;0.0
20160420:1410;553.01;139.0;0.0;41.97;8.46;1.65;0.0
20160420:1510;344.0;166.0;0.0;32.43;8.62;1.52;0.0
20160420:1610;143.0;161.0;0.0;22.14;7.46;1.66;0.0
20160420:1710;9.0;85.0;0.0;11.63;6.3;1.81;0.0
20160420:1810;0.0;0.0;0.0;0.0;5.14;1.96;0.0
20160420:1910;0.0;0.0;0.0;0.0;4.29;2.0;0.0
20160420:2010;0.0;0.0;0.0;0.0;3.43;2.05;0.0
20160420:2110;0.0;0.0;0.0;0.0;2.57;2.1;0.0
20160420:2210;0.0;0.0;0.0;0.0;2.58;1.93;0.0
20160420:2310;0.0;0.0;0.0;0.0;2.58;1.76;0.0
20160421:0010;0.0;0.0;0.0;0.0;2.58;1.59;0.0
20160421:0110;0.0;0.0;0.0;0.0;1.87;1.26;0.0
20160421:0210;0.0;0.0;0.0;0.0;1.16;0.92;0.0
20160421:0310;0.0;0.0;0.0;0.0;0.45;0.59;0.0
20160421:0410;0.0;0.0;0.0;0.0;0.43;0.5;0.0
20160421:0510;0.0;23.0;0.0;5.05;0.42;0.41;0.0
20160421:0610;64.0;110.0;0.0;15.49;0.41;0.32;0.0
20160421:0710;265.0;126.0;0.0;25.98;2.06;0.75;0.0
20160421:0810;344.0;191.0;0.0;36.09;3.71;1.19;0.0
20160421:0910;490.01;198.0;0.0;45.22;5.36;1.63;0.0
20160421:1010;701.01;133.0;0.0;52.4;5.93;1.89;0.0
20160421:1110;642.01;203.0;0.0;56.18;6.51;2.16;0.0
20160421:1210;422.0;324.0;0.0;55.35;7.08;2.43;0.0
20160421:1310;306.0;344.0;0.0;50.21;6.35;2.34;0.0
20160421:1410;78.0;340.0;0.0;42.2;5.61;2.26;0.0
20160421:1510;20.0;242.0;0.0;32.64;4.88;2.18;0.0
20160421:1610;4.0;141.0;0.0;22.35;4.1;1.92;0.0
20160421:1710;0.0;43.0;0.0;11.83;3.32;1.66;0.0
20160421:1810;0.0;10.0;0.0;1.49;2.54;1.41;0.0
20160421:1910;0.0;0.0;0.0;0.0;2.03;1.33;0.0
20160421:2010;0.0;0.0;0.0;0.0;1.52;1.25;0.0
20160421:2110;0.0;0.0;0.0;0.0;1.0;1.17;0.0
20160421:2210;0.0;0.0;0.0;0.0;1.03;1.1;0.0
20160421:2310;0.0;0.0;0.0;0.0;1.05;1.03;0.0
20160422:0010;0.0;0.0;0.0;0.0;1.07;0.97;0.0
20160422:0110;0.0;0.0;0.0;0.0;0.49;1.03;0.0
20160422:0210;0.0;0.0;0.0;0.0;-0.1;1.1;0.0
20160422:0310;0.0;0.0;0.0;0.0;-0.69;1.17;0.0
20160422:0410;0.0;0.0;0.0;0.0;-0.32;1.12;0.0
20160422:0510;0.0;29.0;0.0;5.33;0.06;1.07;0.0
20160422:0610;67.0;112.0;0.0;15.76;0.44;1.02;0.0
20160422:0710;35.0;200.0;0.0;26.25;1.67;1.07;0.0
20160422:0810;64.0;286.0;0.0;36.37;2.91;1.12;0.0
20160422:0910;128.0;356.0;0.0;45.53;4.14;1.17;0.0
20160422:1010;88.0;401.0;0.0;52.73;4.13;0.89;0.0
20160422:1110;363.0;358.0;0.0;56.52;4.12;0.61;0.0
20160422:1210;236.0;405.0;0.0;55.67;4.11;0.33;0.0
20160422:1310;0.0;231.0;0.0;50.48;3.67;0.46;0.0
20160422:1410;118.0;343.0;0.0;42.44;3.22;0.6;0.0
20160422:1510;57.0;268.0;0.0;32.85;2.78;0.73;0.0
20160422:1610;16.0;169.0;0.0;22.54;2.67;0.61;0.0
20160422:1710;0.0;31.0;0.0;12.03;2.55;0.48;0.0
20160422:1810;0.0;14.0;0.0;1.7;2.43;0.36;0.0
20160422:1910;0.0;0.0;0.0;0.0;2.07;0.47;0.0
20160422:2010;0.0;0.0;0.0;0.0;1.71;0.58;0.0
20160422:2110;0.0;0.0;0.0;0.0;1.34;0.69;0.0
20160422:2210;0.0;0.0;0.0;0.0;1.35;0.81;0.0
20160422:2310;0.0;0.0;0.0;0.0;1.35;0.93;0.0
20160423:0010;0.0;0.0;0.0;0.0;1.35;1.05;0.0
20160423:0110;0.0;0.0;0.0;0.0;1.14;1.11;0.0
20160423:0210;0.0;0.0;0.0;0.0;0.92;1.18;0.0
20160423:0310;0.0;0.0;0.0;0.0;0.71;1.24;0.0
20160423:0410;0.0;0.0;0.0;0.0;0.87;1.3;0.0
20160423:0510;0.0;5.0;0.0;5.6;1.04;1.35;0.0
20160423:0610;0.0;49.0;0.0;16.03;1.21;1.41;0.0
20160423:0710;0.0;82.0;0.0;26.52;1.2;1.54;0.0
20160423:0810;0.0;99.0;0.0;36.65;1.18;1.68;0.0
20160423:0910;0.0;119.0;0.0;45.83;1.17;1.82;0.0
20160423:1010;0.0;202.0;0.0;53.06;0.91;1.98;0.0
20160423:1110;0.0;171.0;0.0;56.86;0.64;2.14;0.0
20160423:1210;0.0;161.0;0.0;55.98;0.38;2.3;0.0
20160423:1310;0.0;163.0;0.0;50.75;0.22;2.35;0.0
20160423:1410;0.0;139.0;0.0;42.67;0.05;2.4;0.0
20160423:1510;0.0;83.0;0.0;33.06;-0.11;2.44;0.0
20160423:1610;0.0;65.0;0.0;22.74;-0.39;2.34;0.0
20160423:1710;0.0;32.0;0.0;12.23;-0.67;2.25;0.0
20160423:1810;0.0;7.0;0.0;1.91;-0.96;2.15;0.0
20160423:1910;0.0;0.0;0.0;0.0;-1.38;2.3;0.0
20160423:2010;0.0;0.0;0.0;0.0;-1.81;2.46;0.0
20160423:2110;0.0;0.0;0.0;0.0;-2.24;2.61;0.0
20160423:2210;0.0;0.0;0.0;0.0;-2.27;2.82;0.0
20160423:2310;0.0;0.0;0.0;0.0;-2.31;3.03;0.0
20160424:0010;0.0;0.0;0.0;0.0;-2.35;3.24;0.0
20160424:0110;0.0;0.0;0.0;0.0;-2.61;3.23;0.0
20160424:0210;0.0;0.0;0.0;0.0;-2.88;3.22;0.0
20160424:0310;0.0;0.0;0.0;0.0;-3.15;3.21;0.0
20160424:0410;0.0;0.0;0.0;0.0;-3.42;3.49;0.0
20160424:0510;0.0;30.0;0.0;5.87;-3.68;3.77;0.0
20160424:0610;29.0;119.0;0.0;16.3;-3.94;4.04;0.0
20160424:0710;102.0;205.0;0.0;26.79;-3.91;4.1;0.0
20160424:0810;220.0;260.0;0.0;36.93;-3.87;4.15;0.0
20160424:0910;549.01;170.0;0.0;46.13;-3.84;4.21;0.0
20160424:1010;46.0;385.0;0.0;53.38;-3.18;4.17;0.0
20160424:1110;0.0;205.0;0.0;57.19;-2.52;4.12;0.0
20160424:1210;245.0;406.0;0.0;56.29;-1.86;4.08;0.0
20160424:1310;36.0;368.0;0.0;51.02;-2.14;4.04;0.0
20160424:1410;90.0;345.0;0.0;42.9;-2.41;3.99;0.0
20160424:1510;209.0;242.0;0.0;33.27;-2.69;3.94;0.0
20160424:1610;164.0;160.0;0.0;22.94;-3.47;3.47;0.0
20160424:1710;37.0;99.0;0.0;12.43;-4.25;3.0;0.0
20160424:1810;0.0;14.0;0.0;2.11;-5.04;2.52;0.0
20160424:1910;0.0;0.0;0.0;0.0;-5.62;2.43;0.0
20160424:2010;0.0;0.0;0.0;0.0;-6.2;2.33;0.0
20160424:2110;0.0;0.0;0.0;0.0;-6.79;2.23;0.0
20160424:2210;0.0;0.0;0.0;0.0;-6.9;2.29;0.0
20160424:2310;0.0;0.0;0.0;0.0;-7.01;2.34;0.0
20160425:0010;0.0;0.0;0.0;0.0;-7.13;2.4;0.0
20160425:0110;0.0;0.0;0.0;0.0;-7.19;2.45;0.0
20160425:0210;0.0;0.0;0.0;0.0;-7.25;2.5;0.0
20160425:0310;0.0;0.0;0.0;0.0;-7.31;2.55;0.0
20160425:0410;0.0;0.0;0.0;0.0;-7.21;2.7;0.0
20160425:0510;0.0;31.0;0.0;6.13;-7.1;2.86;0.0
20160425:0610;42.0;123.0;0.0;16.56;-6.99;3.01;0.0
20160425:0710;29.0;202.0;0.0;27.05;-6.29;3.2;0.0
20160425:0810;263.0;243.0;0.0;37.21;-5.58;3.38;0.0
20160425:0910;213.0;342.0;0.0;46.42;-4.88;3.57;0.0
20160425:1010;425.0;306.0;0.0;53.7;-4.06;3.58;0.0
20160425:1110;316.0;385.0;0.0;57.52;-3.25;3.59;0.0
20160425:1210;28.0;385.0;0.0;56.6;-2.43;3.6;0.0
20160425:1310;0.0;168.0;0.0;51.29;-2.58;3.19;0.0
20160425:1410;0.0;132.0;0.0;43.13;-2.73;2.78;0.0
20160425:1510;0.0;168.0;0.0;33.47;-2.88;2.37;0.0
20160425:1610;12.0;169.0;0.0;23.13;-3.65;2.1;0.0
20160425:1710;3.0;81.0;0.0;12.62;-4.42;1.82;0.0
20160425:1810;0.0;17.0;0.0;2.32;-5.2;1.54;0.0
20160425:1910;0.0;0.0;0.0;0.0;-5.78;1.51;0.0
20160425:2010;0.0;0.0;0.0;0.0;-6.36;1.48;0.0
20160425:2110;0.0;0.0;0.0;0.0;-6.95;1.45;0.0
20160425:2210;0.0;0.0;0.0;0.0;-7.23;1.48;0.0
20160425:2310;0.0;0.0;0.0;0.0;-7.52;1.5;0.0
20160426:0010;0.0;0.0;0.0;0.0;-7.81;1.53;0.0
20160426:0110;0.0;0.0;0.0;0.0;-7.77;1.55;0.0
20160426:0210;0.0;0.0;0.0;0.0;-7.73;1.58;0.0
20160426:0310;0.0;0.0;0.0;0.0;-7.69;1.6;0.0
20160426:0410;0.0;0.0;0.0;0.0;-7.06;1.57;0.0
20160426:0510;0.0;35.0;0.0;6.39;-6.43;1.54;0.0
20160426:0610;9.0;110.0;0.0;16.81;-5.79;1.5;0.0
20160426:0710;2.0;150.0;0.0;27.31;-4.7;1.74;0.0
20160426:0810;6.0;234.0;0.0;37.47;-3.61;1.97;0.0
20160426:0910;1.0;236.0;0.0;46.71;-2.52;2.21;0.0
20160426:1010;0.0;155.0;0.0;54.02;-2.01;2.37;0.0
20160426:1110;0.0;159.0;0.0;57.85;-1.49;2.53;0.0
20160426:1210;12.0;351.0;0.0;56.91;-0.98;2.69;0.0
20160426:1310;0.0;113.0;0.0;51.55;-0.58;2.66;0.0
20160426:1410;13.0;294.0;0.0;43.36;-0.18;2.63;0.0
20160426:1510;45.0;270.0;0.0;33.68;0.22;2.59;0.0
20160426:1610;0.0;94.0;0.0;23.33;-0.53;2.38;0.0
20160426:1710;9.0;94.0;0.0;12.82;-1.29;2.17;0.0
20160426:1810;0.0;19.0;0.0;2.52;-2.05;1.96;0.0
20160426:1910;0.0;0.0;0.0;0.0;-3.05;2.0;0.0
20160426:2010;0.0;0.0;0.0;0.0;-4.06;2.05;0.0
20160426:2110;0.0;0.0;0.0;0.0;-5.07;2.1;0.0
20160426:2210;0.0;0.0;0.0;0.0;-4.9;2.05;0.0
20160426:2310;0.0;0.0;0.0;0.0;-4.73;2.0;0.0
20160427:0010;0.0;0.0;0.0;0.0;-4.56;1.96;0.0
20160427:0110;0.0;0.0;0.0;0.0;-4.6;2.06;0.0
20160427:0210;0.0;0.0;0.0;0.0;-4.64;2.17;0.0
20160427:0310;0.0;0.0;0.0;0.0;-4.68;2.28;0.0
20160427:0410;0.0;0.0;0.0;0.0;-4.92;2.46;0.0
20160427:0510;0.0;41.0;0.0;6.65;-5.16;2.65;0.0
20160427:0610;112.0;108.0;0.0;17.06;-5.39;2.84;0.0
20160427:0710;194.0;179.0;0.0;27.56;-5.01;2.95;0.0
20160427:0810;104.0;298.0;0.0;37.74;-4.63;3.06;0.0
20160427:0910;96.0;365.0;0.0;47.0;-4.25;3.17;0.0
20160427:1010;115.0;412.0;0.0;54.33;-3.6;3.13;0.0
20160427:1110;33.0;396.0;0.0;58.17;-2.94;3.09;0.0
20160427:1210;0.0;254.0;0.0;57.21;-2.29;3.05;0.0
20160427:1310;12.0;331.0;0.0;51.81;-2.33;2.92;0.0
20160427:1410;447.0;217.0;0.0;43.58;-2.38;2.79;0.0
20160427:1510;404.0;146.0;0.0;33.88;-2.42;2.66;0.0
20160427:1610;271.0;110.0;0.0;23.52;-2.93;2.37;0.0
20160427:1710;137.0;66.0;0.0;13.01;-3.44;2.07;0.0
20160427:1810;0.0;19.0;0.0;2.72;-3.96;1.78;0.0
20160427:1910;0.0;0.0;0.0;0.0;-4.87;1.77;0.0
20160427:2010;0.0;0.0;0.0;0.0;-5.78;1.76;0.0
20160427:2110;0.0;0.0;0.0;0.0;-6.7;1.75;0.0
20160427:2210;0.0;0.0;0.0;0.0;-6.96;1.65;0.0
20160427:2310;0.0;0.0;0.0;0.0;-7.23;1.55;0.0
20160428:0010;0.0;0.0;0.0;0.0;-7.5;1.45;0.0
20160428:0110;0.0;0.0;0.0;0.0;-7.37;1.38;0.0
20160428:0210;0.0;0.0;0.0;0.0;-7.24;1.31;0.0
20160428:0310;0.0;0.0;0.0;0.0;-7.11;1.24;0.0
20160428:0410;0.0;0.0;0.0;0.0;-6.48;1.24;0.0
20160428:0510;0.0;35.0;0.0;6.9;-5.85;1.23;0.0
20160428:0610;180.0;75.0;0.0;17.31;-5.21;1.23;0.0
20160428:0710;351.0;94.0;0.0;27.81;-3.88;1.09;0.0
20160428:0810;434.0;157.0;0.0;38.0;-2.54;0.95;0.0
20160428:0910;454.0;236.0;0.0;47.28;-1.21;0.81;0.0
20160428:1010;95.0;412.0;0.0;54.63;-0.63;0.83;0.0
20160428:1110;40.0;405.0;0.0;58.49;-0.06;0.85;0.0
20160428:1210;203.0;424.0;0.0;57.51;0.52;0.87;0.0
20160428:1310;181.0;397.0;0.0;52.07;0.72;0.94;0.0
20160428:1410;3.0;257.0;0.0;43.8;0.91;1.02;0.0
20160428:1510;42.0;271.0;0.0;34.08;1.11;1.09;0.0
20160428:1610;139.0;178.0;0.0;23.71;0.47;0.9;0.0
20160428:1710;125.0;75.0;0.0;13.2;-0.18;0.7;0.0
20160428:1810;0.0;20.0;0.0;2.93;-0.83;0.51;0.0
20160428:1910;0.0;0.0;0.0;0.0;-1.41;0.51;0.0
20160428:2010;0.0;0.0;0.0;0.0;-1.99;0.51;0.0
20160428:2110;0.0;0.0;0.0;0.0;-2.58;0.51;0.0
20160428:2210;0.0;0.0;0.0;0.0;-2.92;0.51;0.0
20160428:2310;0.0;0.0;0.0;0.0;-3.26;0.52;0.0
20160429:0010;0.0;0.0;0.0;0.0;-3.61;0.52;0.0
20160429:0110;0.0;0.0;0.0;0.0;-4.51;0.62;0.0
20160429:0210;0.0;0.0;0.0;0.0;-5.41;0.71;0.0
20160429:0310;0.0;0.0;0.0;0.0;-6.31;0.8;0.0
20160429:0410;0.0;0.0;0.0;0.0;-5.6;0.71;0.0
20160429:0510;0.0;38.0;0.0;7.15;-4.89;0.63;0.0
20160429:0610;180.0;78.0;0.0;17.55;-4.17;0.54;0.0
20160429:0710;342.0;103.0;0.0;28.06;-2.47;0.6;0.0
20160429:0810;500.0;119.0;0.0;38.25;-0.76;0.66;0.0
20160429:0910;611.01;144.0;0.0;47.55;0.94;0.72;0.0
20160429:1010;690.01;159.0;0.0;54.93;1.51;1.18;0.0
20160429:1110;777.01;135.0;0.0;58.81;2.07;1.65;0.0
20160429:1210;741.01;154.0;0.0;57.8;2.64;2.11;0.0
20160429:1310;722.01;124.0;0.0;52.32;2.84;2.17;0.0
20160429:1410;580.01;141.0;0.0;44.02;3.05;2.23;0.0
20160429:1510;451.0;121.0;0.0;34.27;3.25;2.29;0.0
20160429:1610;247.0;128.0;0.0;23.9;2.55;1.83;0.0
20160429:1710;135.0;72.0;0.0;13.4;1.85;1.37;0.0
20160429:1810;0.0;20.0;0.0;3.13;1.15;0.91;0.0
20160429:1910;0.0;0.0;0.0;0.0;0.52;1.32;0.0
20160429:2010;0.0;0.0;0.0;0.0;-0.12;1.74;0.0
20160429:2110;0.0;0.0;0.0;0.0;-0.76;2.15;0.0
20160429:2210;0.0;0.0;0.0;0.0;-0.92;2.22;0.0
20160429:2310;0.0;0.0;0.0;0.0;-1.08;2.28;0.0
20160430:0010;0.0;0.0;0.0;0.0;-1.25;2.34;0.0
20160430:0110;0.0;0.0;0.0;0.0;-1.58;1.97;0.0
20160430:0210;0.0;0.0;0.0;0.0;-1.92;1.6;0.0
20160430:0310;0.0;0.0;0.0;0.0;-2.25;1.23;0.0
20160430:0410;0.0;0.0;0.0;0.0;-2.05;1.21;0.0
20160430:0510;0.0;35.0;0.0;7.39;-1.85;1.19;0.0
20160430:0610;8.0;116.0;0.0;17.79;-1.65;1.17;0.0
20160430:0710;103.0;218.0;0.0;28.29;-0.31;1.78;0.0
20160430:0810;129.0;301.0;0.0;38.5;1.03;2.4;0.0
20160430:0910;169.0;364.0;0.0;47.82;2.37;3.01;0.0
20160430:1010;182.0;411.0;0.0;55.23;2.05;3.09;0.0
20160430:1110;20.0;380.0;0.0;59.12;1.72;3.16;0.0
20160430:1210;0.0;149.0;0.0;58.09;1.4;3.24;0.0
20160430:1310;0.0;164.0;0.0;52.57;0.44;2.62;0.0
20160430:1410;0.0;131.0;0.0;44.24;-0.53;1.99;0.0
20160430:1510;0.0;91.0;0.0;34.47;-1.49;1.37;0.0
20160430:1610;0.0;64.0;0.0;24.09;-2.18;0.99;0.0
20160430:1710;0.0;45.0;0.0;13.59;-2.87;0.61;0.0
20160430:1810;0.0;18.0;0.0;3.33;-3.57;0.23;0.0
20160430:1910;0.0;0.0;0.0;0.0;-3.85;0.56;0.0
20160430:2010;0.0;0.0;0.0;0.0;-4.13;0.88;0.0
20160430:2110;0.0;0.0;0.0;0.0;-4.42;1.2;0.0
20160430:2210;0.0;0.0;0.0;0.0;-4.43;1.62;0.0
20160430:2310;0.0;0.0;0.0;0.0;-4.45;2.05;0.0
20160501:0010;0.0;0.0;0.0;0.0;-4.47;2.47;0.0
20160501:0110;0.0;0.0;0.0;0.0;-5.21;2.57;0.0
20160501:0210;0.0;0.0;0.0;0.0;-5.95;2.67;0.0
20160501:0310;0.0;0.0;0.0;0.0;-6.7;2.77;0.0
20160501:0410;0.0;0.0;0.0;0.0;-6.38;2.53;0.0
20160501:0510;0.0;7.0;0.0;7.63;-6.06;2.29;0.0
20160501:0610;0.0;51.0;0.0;18.02;-5.75;2.06;0.0
20160501:0710;0.0;116.0;0.0;28.53;-5.55;2.21;0.0
20160501:0810;0.0;158.0;0.0;38.75;-5.36;2.37;0.0
20160501:0910;0.0;129.0;0.0;48.08;-5.16;2.52;0.0
20160501:1010;0.0;111.0;0.0;55.52;-4.64;2.63;0.0
20160501:1110;0.0;106.0;0.0;59.42;-4.12;2.73;0.0
20160501:1210;0.0;89.0;0.0;58.38;-3.6;2.83;0.0
20160501:1310;0.0;85.0;0.0;52.82;-3.5;3.11;0.0
20160501:1410;0.0;100.0;0.0;44.45;-3.39;3.4;0.0
20160501:1510;0.0;99.0;0.0;34.66;-3.29;3.68;0.0
20160501:1610;0.0;109.0;0.0;24.27;-3.63;3.33;0.0
20160501:1710;0.0;65.0;0.0;13.77;-3.97;2.98;0.0
20160501:1810;0.0;18.0;0.0;3.52;-4.31;2.63;0.0
20160501:1910;0.0;0.0;0.0;0.0;-4.68;2.5;0.0
20160501:2010;0.0;0.0;0.0;0.0;-5.06;2.37;0.0
20160501:2110;0.0;0.0;0.0;0.0;-5.43;2.23;0.0
20160501:2210;0.0;0.0;0.0;0.0;-5.26;2.21;0.0
20160501:2310;0.0;0.0;0.0;0.0;-5.09;2.19;0.0
20160502:0010;0.0;0.0;0.0;0.0;-4.92;2.17;0.0
20160502:0110;0.0;0.0;0.0;0.0;-5.18;2.24;0.0
20160502:0210;0.0;0.0;0.0;0.0;-5.45;2.31;0.0
20160502:0310;0.0;0.0;0.0;0.0;-5.72;2.39;0.0
20160502:0410;0.0;0.0;0.0;0.0;-5.19;2.45;0.0
20160502:0510;0.0;24.0;0.0;7.86;-4.66;2.51;0.0
